Name,StartAddress,EndAddress,Size
FUN_8003e620,0x8003E620,0x8003E65B,0x3C
FUN_8003e65c,0x8003E65C,0x8003E697,0x3C
FUN_8003e698,0x8003E698,0x8003E713,0x7C
FUN_8003e714,0x8003E714,0x8003E7A7,0x94
FUN_8003e7a8,0x8003E7A8,0x8003E85B,0xB4
FUN_8003e85c,0x8003E85C,0x8003E8E3,0x88
FUN_8003e8e4,0x8003E8E4,0x8003E9B3,0xD0
FUN_8003e9b4,0x8003E9B4,0x8003EA2B,0x78
FUN_8003eb1c,0x8003EB1C,0x8003EB43,0x28
FUN_8003eb44,0x8003EB44,0x8003EBAF,0x6C
FUN_8003ebb0,0x8003EBB0,0x8003EC1B,0x6C
FUN_8003ec1c,0x8003EC1C,0x8003EC97,0x7C
FUN_8003ed10,0x8003ED10,0x8003EDCF,0xC0
FUN_8003ee08,0x8003EE08,0x8003EEBF,0xB8
FUN_8003eec0,0x8003EEC0,0x8003EFCF,0x110
FUN_8003f0c4,0x8003F0C4,0x8003F23F,0x17C
FUN_8003f240,0x8003F240,0x8003F2DB,0x9C
FUN_8003f2dc,0x8003F2DC,0x8003F323,0x48
FUN_8003f324,0x8003F324,0x8003F36B,0x48
FUN_8003f3f4,0x8003F3F4,0x8003F43B,0x48
FUN_8003f43c,0x8003F43C,0x8003F777,0x33C
FUN_8003f778,0x8003F778,0x8003F7AF,0x38
FUN_8003f7b0,0x8003F7B0,0x8003F7C7,0x18
FUN_8003f7c8,0x8003F7C8,0x80040A1B,0x1254
FUN_80040a1c,0x80040A1C,0x80040FCB,0x5B0
FUN_80040fcc,0x80040FCC,0x800410D7,0x10C
FUN_800410d8,0x800410D8,0x80041143,0x6C
FUN_80041144,0x80041144,0x80041253,0x110
FUN_80041254,0x80041254,0x8004131B,0xC8
FUN_8004131c,0x8004131C,0x800413A3,0x88
FUN_800413a4,0x800413A4,0x800414A7,0x104
FUN_800414a8,0x800414A8,0x800415A3,0xFC
FUN_80041610,0x80041610,0x80041663,0x54
FUN_80041664,0x80041664,0x8004168B,0x28
FUN_8004168c,0x8004168C,0x8004172B,0xA0
FUN_8004172c,0x8004172C,0x80041753,0x28
FUN_80041754,0x80041754,0x800417D3,0x80
FUN_800417d4,0x800417D4,0x8004191B,0x148
FUN_8004191c,0x8004191C,0x8004196F,0x54
FUN_80041970,0x80041970,0x800419C3,0x54
FUN_800419c4,0x800419C4,0x80041A37,0x74
FUN_80041a38,0x80041A38,0x80041D2B,0x2F4
FUN_80041d2c,0x80041D2C,0x80041DCB,0xA0
FUN_80041dcc,0x80041DCC,0x80041DF3,0x28
