Name,StartAddress,EndAddress,Size
FUN_8003e01c,0x8003E01C,0x8003E0B3,0x98
FUN_8003e0b4,0x8003E0B4,0x8003E13F,0x8C
FUN_8003e140,0x8003E140,0x8003E267,0x128
FUN_8003e268,0x8003E268,0x8003E5DF,0x378
FUN_8003e5e0,0x8003E5E0,0x8003E627,0x48
FUN_8003e628,0x8003E628,0x8003E66F,0x48
FUN_8003e670,0x8003E670,0x8003E6FB,0x8C
FUN_8003e6fc,0x8003E6FC,0x8003E85B,0x160
FUN_8003e85c,0x8003E85C,0x8003EA4B,0x1F0
FUN_8003ea4c,0x8003EA4C,0x8003EFFF,0x5B4
FUN_8003f000,0x8003F000,0x8003F06B,0x6C
FUN_8003f06c,0x8003F06C,0x8003F0E7,0x7C
FUN_8003f0e8,0x8003F0E8,0x8003F173,0x8C
FUN_8003f174,0x8003F174,0x8003F227,0xB4
FUN_8003f228,0x8003F228,0x8003F523,0x2FC
FUN_8003f524,0x8003F524,0x8003F56B,0x48
FUN_8003f56c,0x8003F56C,0x8003F5B3,0x48
FUN_8003f5b4,0x8003F5B4,0x8003F63F,0x8C
FUN_8003f640,0x8003F640,0x8003F6D7,0x98
FUN_8003f6d8,0x8003F6D8,0x8003F8F3,0x21C
FUN_8003f8f4,0x8003F8F4,0x8003F977,0x84
FUN_8003f978,0x8003F978,0x8003F9FB,0x84
FUN_8003f9fc,0x8003F9FC,0x8003FCA3,0x2A8
FUN_8003fca4,0x8003FCA4,0x80040043,0x3A0
FUN_80040044,0x80040044,0x8004006B,0x28
FUN_8004006c,0x8004006C,0x8004023F,0x1D4
FUN_80040240,0x80040240,0x80040ADB,0x89C
FUN_80040adc,0x80040ADC,0x80040DD3,0x2F8
FUN_80040dd4,0x80040DD4,0x80040E5F,0x8C
FUN_80040e60,0x80040E60,0x800414B7,0x658
FUN_800414b8,0x800414B8,0x80041917,0x460
FUN_80041918,0x80041918,0x800419BB,0xA4
FUN_800419bc,0x800419BC,0x80041ADF,0x124
FUN_80041ae0,0x80041AE0,0x80041D77,0x298
FUN_80041d78,0x80041D78,0x800424C3,0x74C
FUN_800424c4,0x800424C4,0x800424FB,0x38
FUN_800424fc,0x800424FC,0x8004255B,0x60
FUN_8004255c,0x8004255C,0x8004257B,0x20
FUN_8004257c,0x8004257C,0x80042843,0x2C8
FUN_80042844,0x80042844,0x800429BF,0x17C
FUN_800429c0,0x800429C0,0x80042DCF,0x410
FUN_80042dd0,0x80042DD0,0x80043497,0x6C8
FUN_80043498,0x80043498,0x800436DF,0x248
FUN_800436e0,0x800436E0,0x80043B97,0x4B8
FUN_80043b98,0x80043B98,0x80043C63,0xCC
FUN_80043c64,0x80043C64,0x80044463,0x800
FUN_80044464,0x80044464,0x8004454F,0xEC
FUN_80044550,0x80044550,0x80044997,0x448
FUN_80044998,0x80044998,0x80044E47,0x4B0
FUN_80044e48,0x80044E48,0x80044EF7,0xB0
FUN_80044ef8,0x80044EF8,0x8004554B,0x654
FUN_8004554c,0x8004554C,0x80045A37,0x4EC
FUN_80045a38,0x80045A38,0x80045B13,0xDC
FUN_80045b14,0x80045B14,0x80045BBF,0xAC
FUN_80045bc0,0x80045BC0,0x80045FD3,0x414
FUN_80045fd4,0x80045FD4,0x8004604F,0x7C
FUN_80046050,0x80046050,0x800463DF,0x390
FUN_800463e0,0x800463E0,0x80046457,0x78
FUN_80046458,0x80046458,0x800466C7,0x270
FUN_800466c8,0x800466C8,0x80046737,0x70
FUN_80046738,0x80046738,0x80046C2B,0x4F4
FUN_80046c2c,0x80046C2C,0x80046F67,0x33C
FUN_80046f68,0x80046F68,0x800470B7,0x150
FUN_800470b8,0x800470B8,0x8004759B,0x4E4
FUN_8004759c,0x8004759C,0x8004781B,0x280
FUN_8004781c,0x8004781C,0x800479B7,0x19C
FUN_800479b8,0x800479B8,0x80048D5B,0x13A4
FUN_80048d5c,0x80048D5C,0x80048FE3,0x288
FUN_80048fe4,0x80048FE4,0x80048FEB,0x8
FUN_80048ff4,0x80048FF4,0x8004900B,0x18
FUN_8004900c,0x8004900C,0x80049017,0xC
FUN_80049018,0x80049018,0x800492FF,0x2E8
FUN_80049300,0x80049300,0x80049D33,0xA34
FUN_80049d34,0x80049D34,0x80049E9B,0x168
FUN_80049e9c,0x80049E9C,0x8004A043,0x1A8
FUN_8004a044,0x8004A044,0x8004AC67,0xC24
FUN_8004ac68,0x8004AC68,0x8004B1A3,0x53C
FUN_8004b1a4,0x8004B1A4,0x8004B6C3,0x520
FUN_8004b6c4,0x8004B6C4,0x8004BA83,0x3C0
FUN_8004ba84,0x8004BA84,0x8004C143,0x6C0
FUN_8004c144,0x8004C144,0x8004C373,0x230
FUN_8004c374,0x8004C374,0x8004C5E7,0x274
FUN_8004c5e8,0x8004C5E8,0x8004CAF3,0x50C
FUN_8004caf4,0x8004CAF4,0x8004D333,0x840
FUN_8004d334,0x8004D334,0x8004D35F,0x2C
FUN_8004d360,0x8004D360,0x8004D38B,0x2C
FUN_8004d38c,0x8004D38C,0x8004D48F,0x104
FUN_8004d490,0x8004D490,0x8004D8BF,0x430
FUN_8004d8c0,0x8004D8C0,0x8004D943,0x84
FUN_8004d944,0x8004D944,0x8004D9EB,0xA8
FUN_8004d9ec,0x8004D9EC,0x8004DAD7,0xEC
FUN_8004dad8,0x8004DAD8,0x8004DC07,0x130
FUN_8004dc08,0x8004DC08,0x8004E3CB,0x198
FUN_8004e3cc,0x8004E3CC,0x8004EA87,0x6BC
FUN_8004ea88,0x8004EA88,0x8004FD37,0x12B0
FUN_8004fd38,0x8004FD38,0x8004FD3F,0x8
FUN_8004fd48,0x8004FD48,0x800504A7,0x760
FUN_800504a8,0x800504A8,0x80050767,0x2C0
FUN_80050768,0x80050768,0x80050DC7,0x660
FUN_80050dc8,0x80050DC8,0x80050DCF,0x8
FUN_80050dd0,0x80050DD0,0x80050DD7,0x8
FUN_80050dd8,0x80050DD8,0x80050DDF,0x8
FUN_80050df0,0x80050DF0,0x80050DF7,0x8
FUN_80050e10,0x80050E10,0x80050E17,0x8
FUN_80050e18,0x80050E18,0x80050E1F,0x8
FUN_80050e40,0x80050E40,0x80050E6B,0x2C
FUN_80050e6c,0x80050E6C,0x80050E73,0x8
FUN_80050e74,0x80050E74,0x80050F87,0x114
FUN_80050f88,0x80050F88,0x80051097,0x110
FUN_80051098,0x80051098,0x80051293,0x1FC
FUN_80051294,0x80051294,0x800516E3,0x450
FUN_800516e4,0x800516E4,0x800519A7,0x2C4
FUN_800519a8,0x800519A8,0x80051ED7,0x530
FUN_80051ed8,0x80051ED8,0x80051F03,0x2C
FUN_80051f04,0x80051F04,0x80051F17,0x14
FUN_80051f18,0x80051F18,0x8005200B,0xF4
FUN_8005200c,0x8005200C,0x80052223,0x218
FUN_80052488,0x80052488,0x800525AB,0x124
FUN_800525ac,0x800525AC,0x80052913,0x368
FUN_80052914,0x80052914,0x80052C1F,0x30C
FUN_80052c20,0x80052C20,0x800530FB,0x4DC
FUN_800530fc,0x800530FC,0x800535C7,0x4CC
FUN_800535c8,0x800535C8,0x8005367F,0xB8
FUN_80053680,0x80053680,0x8005369F,0x20
FUN_800536a0,0x800536A0,0x80053707,0x68
FUN_80053708,0x80053708,0x8005373F,0x38
FUN_80053740,0x80053740,0x800539F3,0x2B4
FUN_800539fc,0x800539FC,0x80053F67,0x56C
FUN_80053f68,0x80053F68,0x8005426F,0x308
